,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu[3723],7.041,1.763,4.029,10.339,0.031,0.036,3427.0,2275.0,1.0
mu[3724],7.822,1.915,4.421,11.456,0.032,0.032,3660.0,2536.0,1.0
mu[3725],8.502,2.009,5.075,12.546,0.033,0.035,3854.0,2153.0,1.0
mu[3726],8.748,2.015,5.142,12.473,0.033,0.034,3831.0,2854.0,1.0
mu[3727],7.764,1.867,4.469,11.317,0.032,0.032,3327.0,2494.0,1.0
mu[3728],8.353,2.098,4.664,12.26,0.034,0.036,3612.0,2627.0,1.0
mu[3729],7.49,1.923,4.099,10.997,0.031,0.032,3863.0,2922.0,1.0
mu[3730],6.236,1.637,3.379,9.322,0.028,0.026,3447.0,2759.0,1.0
mu[3731],6.652,1.763,3.544,9.97,0.029,0.031,3704.0,2949.0,1.0
mu[3732],6.89,2.13,3.381,10.997,0.032,0.036,4342.0,2882.0,1.0
mu[3733],0.013,0.033,0.0,0.054,0.001,0.002,2534.0,2076.0,1.0
mu[3734],0.011,0.028,0.0,0.046,0.001,0.003,2606.0,2173.0,1.0
mu[3735],0.01,0.024,0.0,0.04,0.001,0.002,2660.0,2197.0,1.0
mu[3736],0.009,0.022,0.0,0.039,0.0,0.002,2687.0,2149.0,1.0
mu[3737],0.009,0.023,0.0,0.037,0.0,0.002,2766.0,2173.0,1.0
mu[3738],0.008,0.021,0.0,0.033,0.0,0.002,2824.0,2048.0,1.0
mu[3739],0.008,0.018,0.0,0.031,0.0,0.001,2882.0,2044.0,1.0
mu[3740],0.007,0.017,0.0,0.03,0.0,0.001,2835.0,2239.0,1.0
mu[3741],0.007,0.016,0.0,0.028,0.0,0.001,2874.0,2105.0,1.0
mu[3742],0.007,0.015,0.0,0.028,0.0,0.001,2804.0,2194.0,1.0
mu[3743],0.006,0.014,0.0,0.027,0.0,0.001,2819.0,2237.0,1.0
mu[3744],0.006,0.014,0.0,0.025,0.0,0.001,2854.0,2169.0,1.0
mu[3745],0.006,0.013,0.0,0.024,0.0,0.001,2899.0,2084.0,1.0
mu[3746],0.006,0.013,0.0,0.023,0.0,0.001,2930.0,2064.0,1.0
mu[3747],0.005,0.013,0.0,0.021,0.0,0.001,2889.0,2238.0,1.0
mu[3748],0.005,0.012,0.0,0.02,0.0,0.001,2911.0,2146.0,1.0
mu[3749],0.005,0.012,0.0,0.02,0.0,0.001,2928.0,2170.0,1.0
mu[3750],0.005,0.011,0.0,0.018,0.0,0.001,2887.0,2192.0,1.0
mu[3751],0.005,0.011,0.0,0.019,0.0,0.001,2954.0,2084.0,1.0
mu[3752],0.004,0.012,0.0,0.018,0.0,0.001,2966.0,2064.0,1.0
mu[3753],0.004,0.011,0.0,0.017,0.0,0.001,2844.0,1986.0,1.0
mu[3754],0.004,0.01,0.0,0.016,0.0,0.001,2861.0,2042.0,1.0
mu[3755],0.004,0.01,0.0,0.016,0.0,0.001,2841.0,2025.0,1.0
mu[3756],0.004,0.01,0.0,0.016,0.0,0.001,2824.0,1970.0,1.0
mu[3757],0.004,0.01,0.0,0.016,0.0,0.001,2846.0,1988.0,1.0
mu[3758],0.004,0.011,0.0,0.015,0.0,0.001,2863.0,2067.0,1.0
mu[3759],0.004,0.01,0.0,0.015,0.0,0.001,2916.0,2067.0,1.0
mu[3760],0.004,0.009,0.0,0.016,0.0,0.001,2864.0,2026.0,1.0
mu[3761],0.004,0.009,0.0,0.016,0.0,0.001,2959.0,2067.0,1.0
mu[3762],0.004,0.01,0.0,0.014,0.0,0.001,2949.0,2150.0,1.0
mu[3763],0.004,0.009,0.0,0.014,0.0,0.001,3033.0,2216.0,1.0
mu[3764],0.004,0.009,0.0,0.013,0.0,0.001,3006.0,2064.0,1.0
mu[3765],0.003,0.008,0.0,0.013,0.0,0.001,3020.0,2105.0,1.0
mu[3766],0.003,0.008,0.0,0.013,0.0,0.001,2988.0,2046.0,1.0
mu[3767],0.003,0.008,0.0,0.013,0.0,0.001,3034.0,2045.0,1.0
mu[3768],0.003,0.008,0.0,0.013,0.0,0.001,3131.0,2025.0,1.0
mu[3769],0.003,0.008,0.0,0.013,0.0,0.001,3123.0,2064.0,1.0
mu[3770],0.003,0.009,0.0,0.013,0.0,0.002,3098.0,1969.0,1.0
mu[3771],0.003,0.011,0.0,0.012,0.0,0.003,3071.0,2025.0,1.0
mu[3772],0.003,0.01,0.0,0.012,0.0,0.002,3054.0,2043.0,1.0
mu[3773],0.003,0.009,0.0,0.012,0.0,0.002,3086.0,2043.0,1.0
mu[3774],0.003,0.009,0.0,0.012,0.0,0.001,3017.0,2126.0,1.0
mu[3775],0.003,0.008,0.0,0.013,0.0,0.001,3052.0,2081.0,1.0
mu[3776],0.003,0.008,0.0,0.013,0.0,0.001,3097.0,2144.0,1.0
mu[3777],0.003,0.008,0.0,0.013,0.0,0.001,3093.0,2193.0,1.0
mu[3778],0.003,0.007,0.0,0.012,0.0,0.001,3115.0,2240.0,1.0
mu[3779],0.003,0.007,0.0,0.012,0.0,0.001,3184.0,2149.0,1.0
mu[3780],0.003,0.008,0.0,0.012,0.0,0.001,3163.0,2195.0,1.0
mu[3781],0.003,0.007,0.0,0.013,0.0,0.001,3228.0,2151.0,1.0
mu[3782],0.003,0.008,0.0,0.012,0.0,0.001,3196.0,2243.0,1.0
mu[3783],0.003,0.008,0.0,0.013,0.0,0.001,3121.0,2219.0,1.0
mu[3784],0.003,0.008,0.0,0.013,0.0,0.001,3134.0,2193.0,1.0
mu[3785],0.003,0.008,0.0,0.013,0.0,0.001,3161.0,2171.0,1.0
mu[3786],0.003,0.008,0.0,0.013,0.0,0.001,3097.0,2239.0,1.0
mu[3787],0.003,0.008,0.0,0.012,0.0,0.001,3149.0,2169.0,1.0
mu[3788],0.003,0.008,0.0,0.013,0.0,0.001,3211.0,2238.0,1.0
mu[3789],0.003,0.009,0.0,0.013,0.0,0.001,3175.0,2081.0,1.0
mu[3790],0.003,0.008,0.0,0.013,0.0,0.001,3161.0,2042.0,1.0
mu[3791],0.003,0.008,0.0,0.013,0.0,0.0,3139.0,1984.0,1.0
mu[3792],0.003,0.008,0.0,0.013,0.0,0.0,3149.0,2066.0,1.0
mu[3793],0.003,0.009,0.0,0.013,0.0,0.001,3201.0,2087.0,1.0
mu[3794],0.003,0.009,0.0,0.013,0.0,0.001,3197.0,2150.0,1.0
mu[3795],0.003,0.009,0.0,0.012,0.0,0.001,3189.0,2147.0,1.0
mu[3796],0.003,0.009,0.0,0.013,0.0,0.001,3200.0,2191.0,1.0
mu[3797],0.003,0.01,0.0,0.013,0.0,0.001,3213.0,2195.0,1.0
mu[3798],0.003,0.01,0.0,0.013,0.0,0.001,3193.0,2192.0,1.0
mu[3799],0.003,0.01,0.0,0.013,0.0,0.001,3195.0,2173.0,1.0
mu[3800],0.003,0.01,0.0,0.013,0.0,0.001,3207.0,2129.0,1.0
mu[3801],0.003,0.009,0.0,0.013,0.0,0.001,3211.0,2108.0,1.0
mu[3802],0.003,0.009,0.0,0.014,0.0,0.001,3205.0,2084.0,1.0
mu[3803],0.003,0.009,0.0,0.014,0.0,0.001,3173.0,2047.0,1.0
mu[3804],0.003,0.009,0.0,0.015,0.0,0.001,3249.0,2044.0,1.0
mu[3805],0.003,0.01,0.0,0.015,0.0,0.001,3286.0,2025.0,1.0
mu[3806],0.003,0.011,0.0,0.015,0.0,0.001,3218.0,2024.0,1.0
mu[3807],0.004,0.011,0.0,0.015,0.0,0.001,3262.0,2025.0,1.0
mu[3808],0.004,0.012,0.0,0.017,0.0,0.001,3269.0,2068.0,1.0
mu[3809],0.004,0.013,0.0,0.017,0.0,0.001,3184.0,2047.0,1.0
mu[3810],0.004,0.012,0.0,0.017,0.0,0.001,3224.0,2049.0,1.0
mu[3811],0.004,0.012,0.0,0.017,0.0,0.001,3247.0,2152.0,1.0
mu[3812],0.004,0.013,0.0,0.018,0.0,0.001,3201.0,2149.0,1.0
mu[3813],0.004,0.014,0.0,0.019,0.0,0.001,3206.0,2196.0,1.0
mu[3814],0.004,0.015,0.0,0.02,0.0,0.002,3169.0,2174.0,1.0
mu[3815],0.005,0.018,0.0,0.019,0.0,0.002,3171.0,2196.0,1.0
mu[3816],3.939,1.217,1.827,6.253,0.019,0.024,4236.0,2391.0,1.0
mu[3817],3.751,1.109,1.799,5.738,0.017,0.018,3998.0,2427.0,1.0
mu[3818],3.963,1.195,1.888,6.125,0.019,0.025,4164.0,2590.0,1.0
mu[3819],4.676,1.318,2.484,7.179,0.02,0.022,4214.0,2627.0,1.0
mu[3820],5.274,1.476,2.706,8.053,0.023,0.026,4360.0,2768.0,1.0
mu[3821],5.372,1.491,2.838,8.204,0.025,0.023,3694.0,2745.0,1.0
mu[3822],5.829,1.565,2.988,8.771,0.026,0.029,3601.0,2396.0,1.0
mu[3823],6.755,1.703,3.709,9.877,0.028,0.028,3640.0,2305.0,1.0
mu[3824],7.735,1.93,4.114,11.313,0.033,0.033,3510.0,2753.0,1.0
mu[3825],7.66,1.918,4.422,11.474,0.032,0.034,3328.0,2583.0,1.0
mu[3826],7.327,1.856,4.255,11.004,0.029,0.032,3889.0,2693.0,1.0
mu[3827],7.154,1.797,4.066,10.582,0.031,0.029,3267.0,2603.0,1.0
mu[3828],8.02,2.019,4.603,11.9,0.035,0.033,3284.0,2515.0,1.0
mu[3829],8.072,2.028,4.316,11.709,0.033,0.034,3761.0,2776.0,1.0
mu[3830],8.086,2.006,4.639,11.812,0.031,0.038,4228.0,2675.0,1.0
mu[3831],8.183,2.012,4.837,12.078,0.031,0.036,4243.0,2807.0,1.0
mu[3832],8.412,2.022,4.884,12.286,0.033,0.036,3788.0,2695.0,1.0
mu[3833],8.109,2.014,4.42,11.768,0.034,0.035,3673.0,2735.0,1.0
mu[3834],8.794,2.13,5.174,12.811,0.034,0.035,3838.0,2585.0,1.0
mu[3835],8.432,2.063,4.653,12.114,0.035,0.033,3430.0,2799.0,1.0
mu[3836],8.306,2.024,4.794,11.981,0.034,0.037,3605.0,2429.0,1.0
mu[3837],8.452,2.004,4.871,12.174,0.032,0.036,3722.0,2733.0,1.0
mu[3838],9.015,2.121,5.146,12.789,0.036,0.037,3316.0,2395.0,1.0
mu[3839],8.669,2.095,5.095,12.561,0.039,0.036,3007.0,2527.0,1.0
mu[3840],8.962,2.17,4.914,12.813,0.038,0.037,3327.0,2474.0,1.0
mu[3841],9.093,2.151,5.332,13.115,0.037,0.038,3440.0,2617.0,1.0
mu[3842],9.24,2.145,5.39,13.156,0.038,0.036,3106.0,2081.0,1.0
mu[3843],8.694,2.077,4.805,12.503,0.033,0.036,3844.0,2686.0,1.0
mu[3844],8.803,2.126,4.711,12.347,0.034,0.038,3830.0,2775.0,1.0
mu[3845],8.675,2.142,5.151,13.02,0.035,0.035,3990.0,2413.0,1.0
mu[3846],8.967,2.144,5.377,13.19,0.035,0.035,3745.0,2616.0,1.0
mu[3847],9.199,2.151,5.57,13.411,0.035,0.035,3852.0,2673.0,1.0
mu[3848],9.47,2.209,5.335,13.406,0.039,0.04,3419.0,2773.0,1.0
mu[3849],10.33,2.354,6.12,14.648,0.04,0.038,3400.0,2641.0,1.0
mu[3850],10.36,2.377,6.053,14.795,0.039,0.041,3682.0,2319.0,1.0
mu[3851],10.808,2.436,6.234,15.065,0.041,0.038,3502.0,2767.0,1.0
mu[3852],9.731,2.249,5.913,14.159,0.039,0.04,3363.0,2596.0,1.0
mu[3853],10.628,2.45,6.019,15.0,0.041,0.039,3617.0,2381.0,1.0
mu[3854],10.992,2.458,6.677,15.562,0.04,0.047,3895.0,2836.0,1.0
mu[3855],11.229,2.473,6.705,15.827,0.044,0.042,3203.0,2348.0,1.0
mu[3856],10.533,2.4,6.278,14.904,0.041,0.037,3327.0,2638.0,1.0
mu[3857],10.442,2.456,6.264,15.069,0.041,0.04,3681.0,2640.0,1.0
mu[3858],10.654,2.496,6.127,15.191,0.043,0.041,3385.0,2346.0,1.0
mu[3859],10.548,2.355,6.142,14.818,0.046,0.042,2645.0,1949.0,1.0
mu[3860],9.883,2.258,5.921,14.125,0.041,0.038,3088.0,2450.0,1.0
mu[3861],10.062,2.264,5.858,14.037,0.039,0.042,3396.0,2688.0,1.0
mu[3862],10.304,2.352,6.257,14.733,0.04,0.038,3331.0,2510.0,1.0
mu[3863],9.911,2.287,6.101,14.433,0.039,0.037,3554.0,2817.0,1.0
mu[3864],9.315,2.094,5.833,13.462,0.033,0.036,3907.0,2760.0,1.0
mu[3865],9.087,2.155,5.361,13.081,0.034,0.04,4040.0,2732.0,1.0
mu[3866],8.888,2.12,4.954,12.732,0.039,0.042,3087.0,2124.0,1.0
mu[3867],8.544,2.083,5.08,12.706,0.037,0.04,3318.0,2335.0,1.0
mu[3868],9.546,2.247,5.592,13.831,0.04,0.041,3291.0,2516.0,1.0
mu[3869],12.678,2.802,7.867,18.078,0.05,0.051,3293.0,2390.0,1.0
mu[3870],13.094,2.857,8.213,18.581,0.046,0.049,3784.0,2913.0,1.0
mu[3871],11.005,2.485,6.654,15.717,0.043,0.041,3362.0,2599.0,1.0
mu[3872],10.317,2.307,6.425,14.733,0.04,0.036,3314.0,2706.0,1.0
mu[3873],9.976,2.296,6.139,14.409,0.038,0.043,3862.0,2584.0,1.0
mu[3874],10.605,2.433,6.245,15.1,0.042,0.044,3385.0,2302.0,1.0
mu[3875],14.765,3.057,9.573,20.331,0.047,0.047,3957.0,2628.0,1.0
mu[3876],11.957,2.602,7.036,16.583,0.045,0.049,3305.0,2345.0,1.0
mu[3877],10.604,2.418,6.4,15.257,0.041,0.047,3490.0,2584.0,1.0
mu[3878],10.13,2.291,6.054,14.486,0.038,0.038,3815.0,2368.0,1.0
mu[3879],9.835,2.272,5.928,14.085,0.038,0.039,3604.0,2532.0,1.0
mu[3880],8.394,1.979,5.206,12.441,0.031,0.03,4185.0,2777.0,1.0
mu[3881],8.333,2.058,4.724,12.134,0.031,0.035,4231.0,2573.0,1.0
mu[3882],7.685,1.896,4.497,11.375,0.031,0.033,3877.0,2615.0,1.0
mu[3883],8.524,2.093,4.786,12.478,0.032,0.036,4100.0,2910.0,1.0
mu[3884],8.953,2.059,5.472,13.112,0.033,0.032,3824.0,2667.0,1.0
mu[3885],9.254,2.126,5.519,13.274,0.034,0.035,3844.0,2729.0,1.0
mu[3886],12.144,2.659,7.423,17.014,0.045,0.049,3453.0,2686.0,1.0
mu[3887],24.521,4.405,16.932,33.227,0.081,0.072,2983.0,2770.0,1.0
mu[3888],28.268,4.903,18.918,37.004,0.082,0.08,3519.0,2122.0,1.0
mu[3889],30.201,5.141,21.062,39.766,0.09,0.086,3351.0,2692.0,1.0
mu[3890],26.661,4.773,18.363,35.848,0.084,0.072,3191.0,2785.0,1.0
mu[3891],29.627,5.026,20.989,39.565,0.088,0.08,3290.0,2725.0,1.0
mu[3892],25.769,4.689,17.778,34.865,0.079,0.083,3604.0,2566.0,1.0
mu[3893],21.458,4.078,14.341,29.417,0.069,0.068,3436.0,2661.0,1.0
mu[3894],16.687,3.406,10.639,23.236,0.059,0.054,3239.0,2194.0,1.0
mu[3895],15.424,3.081,9.907,21.209,0.051,0.055,3683.0,2262.0,1.0
mu[3896],14.675,3.085,9.124,20.34,0.054,0.055,3293.0,2750.0,1.0
mu[3897],13.13,2.852,7.919,18.248,0.05,0.043,3307.0,2737.0,1.0
mu[3898],12.019,3.036,6.515,17.749,0.048,0.05,4021.0,2880.0,1.0
mu[3899],1.663,0.674,0.642,2.976,0.011,0.016,4322.0,2481.0,1.0
mu[3900],1.838,0.682,0.777,3.187,0.01,0.013,4569.0,2607.0,1.0
mu[3901],1.805,0.665,0.689,3.056,0.01,0.013,4059.0,2306.0,1.0
mu[3902],1.703,0.632,0.647,2.793,0.01,0.014,4029.0,2807.0,1.0
mu[3903],1.57,0.58,0.648,2.739,0.009,0.01,4126.0,2709.0,1.0
mu[3904],1.373,0.534,0.549,2.398,0.009,0.012,4011.0,2810.0,1.0
mu[3905],1.414,0.544,0.525,2.419,0.009,0.011,3901.0,2519.0,1.0
mu[3906],1.524,0.575,0.568,2.575,0.01,0.011,3839.0,2536.0,1.0
mu[3907],1.569,0.599,0.592,2.611,0.01,0.013,3765.0,2724.0,1.0
mu[3908],1.711,0.631,0.645,2.861,0.01,0.012,3683.0,3069.0,1.0
mu[3909],1.827,0.667,0.682,3.029,0.011,0.013,3771.0,2640.0,1.0
mu[3910],1.896,0.688,0.768,3.192,0.011,0.014,3783.0,2678.0,1.0
mu[3911],1.928,0.667,0.888,3.225,0.011,0.012,3744.0,2758.0,1.0
mu[3912],1.728,0.618,0.752,2.959,0.01,0.012,3852.0,2780.0,1.0
mu[3913],1.676,0.587,0.654,2.724,0.01,0.011,3142.0,2649.0,1.0
mu[3914],1.412,0.523,0.53,2.392,0.009,0.01,3523.0,2250.0,1.0
mu[3915],1.403,0.546,0.513,2.386,0.009,0.012,4195.0,2307.0,1.0
mu[3916],1.279,0.496,0.496,2.211,0.009,0.01,3717.0,2581.0,1.0
mu[3917],1.364,0.541,0.423,2.308,0.009,0.011,3816.0,2568.0,1.0
mu[3918],1.349,0.532,0.51,2.303,0.008,0.01,4207.0,2832.0,1.0
mu[3919],1.384,0.536,0.49,2.389,0.009,0.011,3550.0,2316.0,1.0
mu[3920],1.498,0.578,0.56,2.576,0.009,0.012,3676.0,2391.0,1.0
mu[3921],1.718,0.646,0.688,2.999,0.011,0.011,3735.0,3001.0,1.0
mu[3922],1.892,0.704,0.735,3.189,0.011,0.012,3919.0,2540.0,1.0
mu[3923],1.831,0.671,0.625,2.988,0.011,0.015,3700.0,2499.0,1.0
mu[3924],1.737,0.661,0.703,2.988,0.01,0.013,4158.0,2845.0,1.0
mu[3925],1.414,0.553,0.478,2.4,0.009,0.011,4261.0,2780.0,1.0
mu[3926],1.219,0.48,0.449,2.12,0.008,0.009,4073.0,2566.0,1.0
mu[3927],1.213,0.479,0.387,2.1,0.008,0.009,4254.0,2546.0,1.0
mu[3928],1.374,0.522,0.507,2.332,0.009,0.009,3781.0,2811.0,1.0
mu[3929],1.452,0.545,0.589,2.537,0.009,0.009,3894.0,2450.0,1.0
mu[3930],1.619,0.604,0.64,2.756,0.01,0.013,3724.0,2604.0,1.0
mu[3931],1.937,0.714,0.79,3.308,0.013,0.013,3182.0,2583.0,1.0
mu[3932],2.054,0.717,0.869,3.451,0.012,0.014,3285.0,2710.0,1.0
mu[3933],1.953,0.703,0.783,3.262,0.012,0.013,3398.0,2477.0,1.0
mu[3934],1.645,0.617,0.588,2.744,0.01,0.012,3856.0,2367.0,1.0
mu[3935],1.676,0.626,0.589,2.77,0.011,0.012,3212.0,2890.0,1.0
mu[3936],1.458,0.586,0.492,2.543,0.01,0.013,3485.0,2363.0,1.0
mu[3937],1.19,0.487,0.445,2.119,0.008,0.01,3850.0,2988.0,1.0
mu[3938],0.989,0.407,0.326,1.717,0.007,0.009,3935.0,2599.0,1.0
mu[3939],0.828,0.362,0.271,1.511,0.006,0.008,3910.0,2572.0,1.0
mu[3940],0.764,0.33,0.23,1.361,0.006,0.007,3732.0,2558.0,1.0
mu[3941],0.772,0.333,0.238,1.393,0.006,0.007,3469.0,2752.0,1.0
mu[3942],0.853,0.368,0.271,1.524,0.006,0.007,3467.0,2700.0,1.0
mu[3943],1.046,0.444,0.346,1.861,0.008,0.009,2818.0,2900.0,1.0
mu[3944],1.269,0.509,0.471,2.249,0.009,0.009,3202.0,2529.0,1.0
mu[3945],1.426,0.564,0.498,2.421,0.009,0.013,3784.0,2506.0,1.0
mu[3946],1.341,0.533,0.55,2.366,0.009,0.011,3111.0,2788.0,1.0
mu[3947],1.297,0.524,0.422,2.236,0.008,0.011,3915.0,2682.0,1.0
mu[3948],1.168,0.488,0.373,2.059,0.008,0.01,4058.0,2593.0,1.0
mu[3949],1.062,0.447,0.342,1.856,0.007,0.009,3856.0,2634.0,1.0
mu[3950],1.099,0.463,0.338,1.93,0.007,0.01,3826.0,2638.0,1.0
mu[3951],1.287,0.509,0.44,2.207,0.008,0.01,3863.0,2566.0,1.0
mu[3952],1.565,0.587,0.625,2.681,0.01,0.012,3557.0,2634.0,1.0
mu[3953],1.813,0.688,0.712,3.105,0.011,0.014,4097.0,2695.0,1.0
mu[3954],1.807,0.673,0.675,3.069,0.011,0.014,3848.0,2485.0,1.0
mu[3955],1.752,0.65,0.679,2.957,0.01,0.012,4416.0,2521.0,1.0
mu[3956],1.677,0.616,0.563,2.748,0.01,0.011,3597.0,2537.0,1.0
mu[3957],1.73,0.64,0.601,2.861,0.011,0.011,3635.0,2638.0,1.0
mu[3958],1.537,0.594,0.535,2.607,0.01,0.012,3705.0,2350.0,1.0
mu[3959],1.466,0.58,0.527,2.516,0.01,0.013,3666.0,2431.0,1.0
mu[3960],1.466,0.574,0.562,2.515,0.01,0.012,3636.0,2587.0,1.0
mu[3961],1.546,0.573,0.572,2.579,0.009,0.011,3800.0,2520.0,1.0
mu[3962],1.542,0.581,0.572,2.617,0.009,0.011,4050.0,2645.0,1.0
mu[3963],1.643,0.62,0.638,2.785,0.01,0.013,4154.0,2467.0,1.0
mu[3964],1.666,0.61,0.663,2.771,0.01,0.012,3826.0,2438.0,1.0
mu[3965],1.852,0.668,0.732,3.064,0.011,0.014,3614.0,2620.0,1.0
mu[3966],2.234,0.757,0.942,3.634,0.013,0.013,3654.0,2668.0,1.0
mu[3967],3.13,0.969,1.462,4.981,0.016,0.018,3536.0,2906.0,1.0
mu[3968],5.013,1.406,2.614,7.607,0.023,0.024,3656.0,2901.0,1.0
mu[3969],4.067,1.212,2.005,6.394,0.019,0.02,3822.0,2726.0,1.0
mu[3970],3.319,1.015,1.553,5.197,0.018,0.018,3536.0,2859.0,1.0
mu[3971],3.14,1.018,1.513,5.071,0.017,0.022,3848.0,2453.0,1.0
mu[3972],2.691,0.88,1.254,4.318,0.016,0.016,3276.0,2449.0,1.0
mu[3973],2.777,0.918,1.111,4.407,0.016,0.016,3314.0,2741.0,1.0
mu[3974],2.235,0.783,0.85,3.606,0.013,0.016,3744.0,2461.0,1.0
mu[3975],1.855,0.66,0.749,3.107,0.011,0.014,3581.0,2208.0,1.0
mu[3976],1.525,0.567,0.575,2.598,0.009,0.01,3779.0,2775.0,1.0
mu[3977],1.478,0.563,0.542,2.523,0.01,0.01,3508.0,2889.0,1.0
mu[3978],1.528,0.595,0.588,2.676,0.01,0.012,3617.0,2303.0,1.0
mu[3979],1.497,0.6,0.558,2.672,0.01,0.013,3736.0,2609.0,1.0
mu[3980],1.395,0.601,0.427,2.502,0.01,0.012,3959.0,2750.0,1.0
mu[3981],1.375,0.688,0.306,2.575,0.011,0.015,4335.0,2701.0,1.0
mu[3982],20.774,4.031,13.381,28.209,0.066,0.074,3685.0,2625.0,1.0
mu[3983],26.279,4.746,18.006,35.413,0.08,0.07,3498.0,2773.0,1.0
mu[3984],27.945,4.805,18.896,36.526,0.077,0.078,3745.0,2964.0,1.0
mu[3985],24.179,4.422,16.406,32.525,0.075,0.072,3486.0,2883.0,1.0
mu[3986],25.113,4.514,17.533,34.287,0.077,0.07,3401.0,2773.0,1.0
mu[3987],23.805,4.363,16.1,32.023,0.076,0.069,3368.0,2607.0,1.0
mu[3988],24.4,4.415,16.517,32.529,0.076,0.074,3397.0,2377.0,1.0
mu[3989],23.136,4.328,15.869,31.609,0.071,0.07,3762.0,2673.0,1.0
mu[3990],23.86,4.44,15.915,32.044,0.069,0.072,4064.0,2817.0,1.0
mu[3991],24.058,4.396,16.463,32.492,0.074,0.067,3510.0,2594.0,1.0
mu[3992],23.803,4.457,16.133,32.267,0.075,0.073,3562.0,2733.0,1.0
mu[3993],22.557,4.196,15.276,30.616,0.07,0.07,3602.0,2764.0,1.0
mu[3994],22.016,4.072,14.527,29.428,0.069,0.072,3594.0,2335.0,1.0
mu[3995],23.337,4.316,16.009,31.895,0.074,0.071,3347.0,2418.0,1.0
mu[3996],22.982,4.305,15.144,30.804,0.072,0.071,3647.0,2900.0,1.0
mu[3997],22.324,4.214,15.119,30.594,0.07,0.08,3725.0,2346.0,1.0
mu[3998],21.472,4.106,13.707,28.875,0.072,0.067,3200.0,2582.0,1.0
mu[3999],23.718,4.282,16.464,32.355,0.075,0.066,3253.0,2871.0,1.0
mu[4000],22.233,4.172,14.698,30.034,0.067,0.066,3939.0,2767.0,1.0
mu[4001],21.449,3.933,14.48,28.832,0.067,0.067,3433.0,2403.0,1.0
mu[4002],21.366,4.075,14.432,29.544,0.066,0.072,3987.0,2235.0,1.0
mu[4003],21.414,4.126,13.862,28.905,0.074,0.07,3163.0,2742.0,1.0
mu[4004],21.799,4.089,13.558,28.755,0.063,0.081,4210.0,2704.0,1.0
mu[4005],21.945,4.039,15.035,29.829,0.069,0.065,3446.0,2866.0,1.0
mu[4006],21.417,3.995,14.638,29.462,0.072,0.064,2953.0,2694.0,1.0
mu[4007],21.223,3.93,14.333,28.803,0.065,0.061,3605.0,2771.0,1.0
mu[4008],19.527,3.8,12.597,26.283,0.065,0.071,3412.0,2335.0,1.0
mu[4009],18.432,3.485,11.988,24.878,0.064,0.052,2942.0,2317.0,1.0
mu[4010],18.1,3.572,11.584,24.531,0.064,0.058,3107.0,2391.0,1.0
mu[4011],17.541,3.393,11.397,23.81,0.057,0.061,3493.0,2396.0,1.0
mu[4012],15.919,3.19,10.178,21.854,0.053,0.053,3501.0,2574.0,1.0
mu[4013],13.742,2.882,8.647,19.084,0.048,0.049,3652.0,2669.0,1.0
mu[4014],11.642,2.597,6.863,16.299,0.044,0.049,3562.0,2906.0,1.0
mu[4015],11.374,2.541,7.074,16.355,0.044,0.045,3498.0,2151.0,1.0
mu[4016],11.205,2.552,6.697,16.006,0.046,0.041,3044.0,2745.0,1.0
mu[4017],10.094,2.329,5.83,14.222,0.037,0.039,3895.0,2722.0,1.0
mu[4018],8.926,2.106,5.161,12.841,0.035,0.037,3588.0,2541.0,1.0
mu[4019],7.122,1.795,4.015,10.524,0.029,0.031,3767.0,2244.0,1.0
mu[4020],7.098,1.835,3.779,10.486,0.029,0.031,4033.0,2599.0,1.0
mu[4021],6.356,1.69,3.384,9.401,0.03,0.029,3445.0,2503.0,1.0
mu[4022],5.883,1.58,3.109,8.752,0.027,0.03,3556.0,2402.0,1.0
mu[4023],5.351,1.435,2.735,7.976,0.023,0.022,3954.0,2693.0,1.0
mu[4024],4.587,1.332,2.147,7.012,0.021,0.023,3933.0,2863.0,1.0
mu[4025],4.104,1.223,2.06,6.392,0.019,0.022,4130.0,2759.0,1.0
mu[4026],3.314,1.084,1.565,5.435,0.018,0.021,3693.0,2183.0,1.0
mu[4027],2.773,0.884,1.297,4.473,0.015,0.016,3613.0,2662.0,1.0
mu[4028],2.865,0.926,1.285,4.528,0.016,0.017,3626.0,2605.0,1.0
mu[4029],2.919,0.932,1.308,4.583,0.016,0.018,3415.0,2856.0,1.0
mu[4030],2.905,0.957,1.323,4.733,0.017,0.019,3273.0,2641.0,1.0
mu[4031],2.86,0.953,1.315,4.712,0.016,0.018,3941.0,2523.0,1.0
mu[4032],2.771,0.879,1.267,4.354,0.014,0.014,3872.0,2805.0,1.0
mu[4033],2.937,0.935,1.381,4.731,0.015,0.016,4103.0,2414.0,1.0
mu[4034],3.077,1.002,1.352,4.902,0.017,0.018,3934.0,2592.0,1.0
mu[4035],3.599,1.085,1.817,5.67,0.018,0.019,4020.0,2754.0,1.0
mu[4036],4.068,1.185,2.033,6.299,0.019,0.022,4140.0,2389.0,1.0
mu[4037],4.061,1.159,2.117,6.33,0.018,0.022,4046.0,2761.0,1.0
mu[4038],5.194,1.394,2.953,8.104,0.023,0.026,3632.0,2657.0,1.0
