mean_phase_effect,cond_mean,cond_hdi_lo,cond_hdi_hi,marg_mean,marg_hdi_lo,marg_hdi_hi
3.420408012786404,96.31713619317289,93.12095555157195,99.16844030804819,91.85859885707514,87.98732160664248,95.24254694903166
