Time,PM10(μg/m³),PM2.5(μg/m³),CO2(ppm),Temperature(°C),Humidity(%)
11/01/2022 19:30,9,9,510,20.84,49.58
11/01/2022 19:45,10,9,485,19.17,52.08
11/01/2022 20:00,20,15,430,17.89,54.93
11/01/2022 20:15,24,21,452,17.79,55.85
11/01/2022 20:30,23,23,442,17.32,57.01
11/01/2022 20:45,10,9,507,17.59,57.05
11/01/2022 21:00,7,6,536,17.97,56.59
11/01/2022 21:15,6,6,474,17.83,55.3
11/01/2022 21:30,4,4,549,18.03,57
11/01/2022 21:45,1,1,627,18.31,56.83
11/01/2022 22:00,0,0,619,18.54,56.53
11/01/2022 22:15,0,0,753,18.88,57.53
11/01/2022 22:30,3,2,868,19.36,57.77
11/01/2022 22:45,1,1,813,19.41,57.03
11/01/2022 23:00,0,0,855,19.43,56.7
11/01/2022 23:15,0,0,906,19.6,56.43
11/01/2022 23:30,0,0,915,19.64,56.03
11/01/2022 23:45,0,0,920,19.72,55.76
12/01/2022 00:00,0,0,925,19.79,55.42
12/01/2022 00:15,0,0,950,19.88,55.13
12/01/2022 00:30,0,0,958,19.88,54.97
12/01/2022 00:45,0,0,982,19.86,54.74
12/01/2022 01:00,1,1,955,19.88,54.31
12/01/2022 01:15,0,0,955,19.9,54.09
12/01/2022 01:30,0,0,920,19.93,53.63
12/01/2022 01:45,1,1,902,20,55.54
12/01/2022 02:00,0,0,922,20.1,57.3
12/01/2022 02:15,0,0,928,19.89,57.2
12/01/2022 02:30,0,0,947,19.7,57.37
12/01/2022 02:45,0,0,940,19.5,57.52
12/01/2022 03:00,0,0,936,19.36,57.45
12/01/2022 03:15,0,0,917,19.26,57.35
12/01/2022 03:30,1,1,909,19.2,57.21
12/01/2022 03:45,0,0,900,19.21,56.92
12/01/2022 04:00,0,0,894,19.12,56.8
12/01/2022 04:15,0,0,883,19.1,56.61
12/01/2022 04:30,0,0,871,19.02,56.5
12/01/2022 04:45,0,0,865,19.03,56.39
12/01/2022 05:00,0,0,852,18.97,56.22
12/01/2022 05:15,0,0,840,18.93,56.08
12/01/2022 05:30,0,0,827,18.88,55.93
12/01/2022 05:45,0,0,824,18.84,55.64
12/01/2022 06:00,0,0,819,18.8,55.48
12/01/2022 06:15,0,0,810,18.73,55.38
12/01/2022 06:30,0,0,804,18.69,55.19
12/01/2022 06:45,0,0,801,18.67,55.05
12/01/2022 07:00,0,0,798,18.61,54.78
12/01/2022 07:15,0,0,801,18.58,54.75
12/01/2022 07:30,0,0,807,18.51,54.56
12/01/2022 07:45,0,0,801,18.53,54.32
12/01/2022 08:00,0,0,806,18.51,54.06
12/01/2022 08:15,0,0,794,18.43,53.9
12/01/2022 08:30,0,0,791,18.41,53.6
12/01/2022 08:45,0,0,800,18.43,53.55
12/01/2022 09:00,0,0,798,18.49,53.38
12/01/2022 09:15,0,0,807,18.66,53.44
12/01/2022 09:30,0,0,818,18.78,53.18
12/01/2022 09:45,0,0,831,18.96,52.91
12/01/2022 10:00,0,0,835,19.07,52.68
12/01/2022 10:15,0,0,850,19.2,52.14
12/01/2022 10:30,0,0,909,19.27,54.7
12/01/2022 10:45,0,0,911,19.31,53.74
12/01/2022 11:00,0,0,979,19.41,53.35
12/01/2022 11:15,0,0,918,19.47,52.56
12/01/2022 11:30,19,17,506,18.81,41.66
12/01/2022 11:45,8,7,623,18.39,47.1
12/01/2022 12:00,2,2,657,19.13,47.48
12/01/2022 12:15,1,1,731,19.54,47.73
12/01/2022 12:30,1,1,762,19.82,47.43
12/01/2022 12:45,1,1,769,20.02,47.02
12/01/2022 13:00,0,0,773,20.28,46.9
12/01/2022 13:15,1,1,779,21.1,45.83
12/01/2022 13:30,2,1,786,21.71,43.5
12/01/2022 13:45,0,0,801,21.12,44.75
12/01/2022 14:00,0,0,755,20.95,44.98
12/01/2022 14:15,1,1,725,20.81,45.41
12/01/2022 14:30,0,0,794,20.83,46.15
12/01/2022 14:45,0,0,829,20.78,46.47
12/01/2022 15:00,0,0,852,20.7,46.81
12/01/2022 15:15,0,0,864,20.72,47.18
12/01/2022 15:30,0,0,875,20.69,47.44
12/01/2022 15:45,0,0,894,20.8,48.34
12/01/2022 16:00,0,0,910,20.84,48.18
12/01/2022 16:15,0,0,886,20.9,48.17
12/01/2022 16:30,0,0,889,20.89,48.2
12/01/2022 16:45,0,0,901,20.85,48.33
12/01/2022 17:00,0,0,892,20.86,48.28
12/01/2022 17:15,0,0,888,20.85,48.57
12/01/2022 17:30,0,0,873,20.78,48.66
12/01/2022 17:45,1,1,879,20.85,48.39
12/01/2022 18:00,0,0,868,20.84,48.57
12/01/2022 18:15,0,0,860,20.86,48.27
12/01/2022 18:30,0,0,854,20.92,47.96
12/01/2022 18:45,0,0,839,20.84,47.9
12/01/2022 19:00,0,0,880,20.85,49.41
12/01/2022 19:15,2,2,888,20.92,51.78
12/01/2022 19:30,1,1,888,20.94,51.91
12/01/2022 19:45,0,0,901,21.06,53.11
12/01/2022 20:00,0,0,915,21.05,52.86
12/01/2022 20:15,0,0,892,20.78,52.96
12/01/2022 20:30,0,0,873,20.66,52.73
12/01/2022 20:45,0,0,814,20.42,52.53
12/01/2022 21:00,2,2,749,20.27,52.31
12/01/2022 21:15,0,0,696,20.11,51.95
12/01/2022 21:30,0,0,659,19.96,51.75
12/01/2022 21:45,1,1,631,19.89,51.66
12/01/2022 22:00,1,1,724,19.89,52.18
12/01/2022 22:15,0,0,873,19.93,52.45
12/01/2022 22:30,1,1,944,19.95,52.26
12/01/2022 22:45,1,1,992,19.91,52.22
12/01/2022 23:00,1,1,1014,19.98,51.99
12/01/2022 23:15,1,1,1046,20.09,51.48
12/01/2022 23:30,1,1,1044,20.22,51.3
12/01/2022 23:45,1,1,1130,20.2,51.33
13/01/2022 00:00,1,1,1197,20.24,51.64
13/01/2022 00:15,0,0,1280,20.33,51.92
13/01/2022 00:30,1,1,1260,20.33,51.46
13/01/2022 00:45,1,1,1223,20.33,50.98
13/01/2022 01:00,12,9,552,18.43,46.42
13/01/2022 01:15,3,3,641,18.84,48.49
13/01/2022 01:30,3,2,682,19.01,49.21
13/01/2022 01:45,2,1,719,19.19,49.26
13/01/2022 02:00,1,1,673,19.09,49.37
13/01/2022 02:15,3,3,732,19.36,53.27
13/01/2022 02:30,2,2,823,19.42,53.84
13/01/2022 02:45,0,0,852,19.37,53.66
13/01/2022 03:00,0,0,854,19.21,53.87
13/01/2022 03:15,0,0,846,19.12,53.52
13/01/2022 03:30,0,0,841,19.07,53.47
13/01/2022 03:45,0,0,835,19.04,53.24
13/01/2022 04:00,0,0,834,19.01,53.21
13/01/2022 04:15,0,0,825,18.95,53.08
13/01/2022 04:30,0,0,813,19,52.79
13/01/2022 04:45,0,0,808,18.94,52.66
13/01/2022 05:00,0,0,801,18.91,52.65
13/01/2022 05:15,0,0,796,18.86,52.52
13/01/2022 05:30,0,0,791,18.85,52.47
13/01/2022 05:45,1,1,788,18.86,52.31
13/01/2022 06:00,0,0,809,18.78,52.5
13/01/2022 06:15,0,0,801,18.75,52.27
13/01/2022 06:30,0,0,792,18.74,52.01
13/01/2022 06:45,0,0,784,18.72,51.79
13/01/2022 07:00,1,1,780,18.7,51.65
13/01/2022 07:15,0,0,782,18.64,51.9
13/01/2022 07:30,0,0,776,18.61,51.67
13/01/2022 07:45,0,0,782,18.62,51.65
13/01/2022 08:00,0,0,781,18.59,51.47
13/01/2022 08:15,0,0,782,18.57,51.38
13/01/2022 08:30,0,0,774,18.52,51.23
13/01/2022 08:45,0,0,770,18.54,51.08
13/01/2022 09:00,0,0,772,18.63,51.02
13/01/2022 09:15,0,0,780,18.79,51.04
13/01/2022 09:30,0,0,789,18.92,50.88
13/01/2022 09:45,0,0,799,19.03,50.9
13/01/2022 10:00,0,0,799,19.17,50.46
13/01/2022 10:15,0,0,810,19.25,50.33
13/01/2022 10:30,0,0,820,19.25,50.51
13/01/2022 10:45,1,1,913,19.28,53.48
13/01/2022 11:00,0,0,841,19.29,51.82
13/01/2022 11:15,0,0,937,19.53,51.96
13/01/2022 11:30,0,0,916,19.73,51.84
13/01/2022 11:45,0,0,742,19.47,48.99
13/01/2022 12:00,0,0,776,19.74,48.55
13/01/2022 12:15,0,0,813,19.92,48.8
13/01/2022 12:30,0,0,827,20.05,48.41
13/01/2022 12:45,0,0,842,20.12,48.1
13/01/2022 13:00,0,0,954,20.17,48.33
13/01/2022 13:15,0,0,935,21.41,46.77
13/01/2022 13:30,0,0,885,21.98,43.8
13/01/2022 13:45,0,0,908,21.31,45.44
13/01/2022 14:00,0,0,921,21.03,46.27
13/01/2022 14:15,0,0,917,20.86,46.58
13/01/2022 14:30,0,0,961,20.73,47.19
13/01/2022 14:45,0,0,955,20.66,47.5
13/01/2022 15:00,0,0,959,20.62,47.45
13/01/2022 15:15,0,0,955,20.58,47.55
13/01/2022 15:30,0,0,972,20.58,47.53
13/01/2022 15:45,0,0,967,20.51,48.35
13/01/2022 16:00,0,0,947,20.48,48.48
13/01/2022 16:15,0,0,921,20.37,49.81
13/01/2022 16:30,0,0,897,20.42,49.85
13/01/2022 16:45,0,0,887,20.34,50.35
13/01/2022 17:00,0,0,870,20.39,50.26
13/01/2022 17:15,0,0,854,20.36,50.17
13/01/2022 17:30,0,0,840,20.26,49.94
13/01/2022 17:45,0,0,831,20.24,49.76
13/01/2022 18:00,0,0,822,20.3,49.51
13/01/2022 18:15,2,1,856,20.22,49.4
13/01/2022 18:30,0,0,809,20.2,49.37
13/01/2022 18:45,1,1,1068,20.29,50.09
13/01/2022 19:00,6,6,987,20.45,46.08
13/01/2022 19:15,4,2,698,19.69,46.14
13/01/2022 19:30,5,4,576,19.43,43.81
13/01/2022 19:45,7,7,589,19.3,43.81
13/01/2022 20:00,6,5,642,19.21,44.08
13/01/2022 20:15,7,6,630,18.98,44.15
13/01/2022 20:30,2,2,650,18.88,46.26
13/01/2022 20:45,4,3,676,18.97,47.46
13/01/2022 21:00,1,1,663,19,47.45
13/01/2022 21:15,0,0,639,18.95,47.43
13/01/2022 21:30,2,2,617,18.96,47.32
13/01/2022 21:45,2,2,607,18.92,47.36
13/01/2022 22:00,1,1,594,18.92,47.25
13/01/2022 22:15,0,0,583,18.88,47.08
13/01/2022 22:30,0,0,574,18.89,47.11
13/01/2022 22:45,1,1,567,18.77,46.94
13/01/2022 23:00,3,3,682,19.19,50.35
13/01/2022 23:15,1,1,725,19.57,50.18
13/01/2022 23:30,3,2,759,19.75,49.83
13/01/2022 23:45,2,2,768,19.78,49.48
14/01/2022 00:00,0,0,791,19.83,48.86
14/01/2022 00:15,2,2,814,19.92,48.37
14/01/2022 00:30,2,2,830,19.95,48.41
14/01/2022 00:45,0,0,837,19.87,48.38
14/01/2022 01:00,0,0,854,19.89,48.27
14/01/2022 01:15,0,0,875,19.92,48.4
14/01/2022 01:30,0,0,878,19.96,47.91
14/01/2022 01:45,1,1,869,19.95,48.51
14/01/2022 02:00,3,2,926,19.95,48.29
14/01/2022 02:15,1,1,897,19.92,48.15
14/01/2022 02:30,0,0,899,19.9,48.74
14/01/2022 02:45,1,1,890,19.87,49.18
14/01/2022 03:00,1,1,931,19.85,50.06
14/01/2022 03:15,17,17,492,19.02,39.38
14/01/2022 03:30,9,8,599,17.9,45.81
14/01/2022 03:45,4,4,644,17.95,47.77
14/01/2022 04:00,3,2,694,17.94,48.39
14/01/2022 04:15,2,2,725,17.86,48.7
14/01/2022 04:30,0,0,742,17.86,48.73
14/01/2022 04:45,0,0,760,17.83,48.86
14/01/2022 05:00,0,0,769,17.87,48.89
14/01/2022 05:15,0,0,780,17.84,48.97
14/01/2022 05:30,0,0,792,17.79,49.09
14/01/2022 05:45,0,0,804,17.75,49.23
14/01/2022 06:00,3,1,812,17.76,49.23
14/01/2022 06:15,0,0,821,17.71,49.36
14/01/2022 06:30,0,0,823,17.67,49.48
14/01/2022 06:45,0,0,825,17.66,49.53
14/01/2022 07:00,0,0,833,17.63,49.52
14/01/2022 07:15,0,0,832,17.67,49.27
14/01/2022 07:30,0,0,842,17.61,49.57
14/01/2022 07:45,0,0,853,17.56,49.53
14/01/2022 08:00,0,0,859,17.53,49.36
14/01/2022 08:15,0,0,868,17.47,49.44
14/01/2022 08:30,0,0,864,17.43,49.38
14/01/2022 08:45,0,0,872,17.48,49.39
14/01/2022 09:00,0,0,875,17.62,49.57
14/01/2022 09:15,0,0,878,17.82,49.34
14/01/2022 09:30,0,0,880,17.96,49.36
14/01/2022 09:45,1,1,869,18.23,50.05
14/01/2022 10:00,1,1,907,18.36,50.58
14/01/2022 10:15,0,0,1019,18.52,51.13
14/01/2022 10:30,2,2,952,18.69,51.76
14/01/2022 10:45,0,0,983,19.03,51.65
14/01/2022 11:00,2,2,1027,19.23,51.49
14/01/2022 11:15,1,1,999,19.51,50.76
14/01/2022 11:30,1,1,989,19.7,49.98
14/01/2022 11:45,2,2,965,19.72,49.43
14/01/2022 12:00,1,1,1001,19.7,49.28
14/01/2022 12:15,4,3,964,19.73,49.36
14/01/2022 12:30,0,0,956,19.72,49.13
14/01/2022 12:45,2,2,953,19.76,49.12
14/01/2022 13:00,1,1,956,19.79,49.26
14/01/2022 13:15,2,2,947,21.63,46.48
14/01/2022 13:30,2,2,936,22.64,42.69
14/01/2022 13:45,1,1,948,21.36,45.48
14/01/2022 14:00,2,2,920,20.79,46.26
14/01/2022 14:15,1,1,866,20.46,46.58
14/01/2022 14:30,4,4,856,20.27,47.65
14/01/2022 14:45,1,1,905,20.15,48.52
14/01/2022 15:00,0,0,946,20.08,48.83
14/01/2022 15:15,0,0,966,20.06,49.04
14/01/2022 15:30,0,0,960,20.16,49
14/01/2022 15:45,0,0,943,20.08,49.02
14/01/2022 16:00,0,0,946,20.01,49.02
14/01/2022 16:15,0,0,969,20.03,49.59
14/01/2022 16:30,0,0,956,20.04,49.34
14/01/2022 16:45,0,0,974,20.01,49.55
14/01/2022 17:00,0,0,968,20.02,49.61
14/01/2022 17:15,0,0,972,20.02,49.64
14/01/2022 17:30,0,0,968,19.96,49.73
14/01/2022 17:45,0,0,952,19.94,49.67
14/01/2022 18:00,2,1,977,19.94,49.59
14/01/2022 18:15,1,1,1014,20.07,49.66
14/01/2022 18:30,1,1,997,20.04,49.75
14/01/2022 18:45,0,0,1058,20.08,49.88
14/01/2022 19:00,0,0,1091,20.13,49.89
14/01/2022 19:15,0,0,1073,20.15,49.44
14/01/2022 19:30,0,0,1004,20.15,48.91
14/01/2022 19:45,1,1,938,19.95,48.81
14/01/2022 20:00,1,1,876,19.72,48.83
14/01/2022 20:15,0,0,822,19.61,48.63
14/01/2022 20:30,0,0,783,19.52,48.52
14/01/2022 20:45,1,1,742,19.42,48.51
14/01/2022 21:00,2,2,707,19.31,48.37
14/01/2022 21:15,2,2,682,19.3,48.22
14/01/2022 21:30,3,2,667,19.21,48.12
14/01/2022 21:45,3,2,788,19.19,49.13
14/01/2022 22:00,2,1,906,19.35,49.69
14/01/2022 22:15,1,1,1000,19.57,49.94
14/01/2022 22:30,5,4,1098,19.95,49.95
14/01/2022 22:45,3,3,1167,20.37,49.92
14/01/2022 23:00,2,2,1206,20.79,49.45
14/01/2022 23:15,1,1,1254,21.07,49.29
14/01/2022 23:30,3,2,1266,21.34,48.81
14/01/2022 23:45,3,3,1276,21.51,48.36
15/01/2022 00:00,1,1,1368,21.68,48.51
15/01/2022 00:15,3,1,1609,21.72,51
15/01/2022 00:30,3,3,1683,21.8,52.09
15/01/2022 00:45,1,1,1626,21.84,51.42
15/01/2022 01:00,1,1,1672,21.87,52.1
15/01/2022 01:15,1,1,1687,21.88,52.26
15/01/2022 01:30,1,1,1773,21.91,52.74
15/01/2022 01:45,7,6,1602,21.92,52.87
15/01/2022 02:00,0,0,1545,21.97,52.59
15/01/2022 02:15,0,0,1499,21.93,51.37
15/01/2022 02:30,2,1,1372,21.88,50.64
15/01/2022 02:45,2,2,1292,21.85,50.15
15/01/2022 03:00,1,1,1221,21.79,50.04
15/01/2022 03:15,2,2,1177,21.78,49.79
15/01/2022 03:30,1,1,1187,21.66,50.86
15/01/2022 03:45,1,1,1217,21.61,52.24
15/01/2022 04:00,1,1,1178,21.57,51.04
15/01/2022 04:15,0,0,1135,21.57,50.16
15/01/2022 04:30,1,1,1097,21.52,50.12
15/01/2022 04:45,2,1,1074,21.53,49.94
15/01/2022 05:00,1,1,1037,21.45,49.68
15/01/2022 05:15,0,0,1006,21.39,49.83
15/01/2022 05:30,0,0,992,21.25,49.71
15/01/2022 05:45,0,0,979,21.1,49.91
15/01/2022 06:00,0,0,960,20.86,50.19
15/01/2022 06:15,0,0,939,20.74,50.37
15/01/2022 06:30,1,1,946,20.68,50.29
15/01/2022 06:45,0,0,926,20.64,50.39
15/01/2022 07:00,1,1,911,20.56,50.23
15/01/2022 07:15,0,0,894,20.55,49.78
15/01/2022 07:30,0,0,881,20.52,49.8
15/01/2022 07:45,0,0,880,20.5,49.63
15/01/2022 08:00,0,0,871,20.41,49.69
15/01/2022 08:15,0,0,864,20.39,49.46
15/01/2022 08:30,0,0,861,20.33,49.35
15/01/2022 08:45,0,0,848,20.34,49.25
15/01/2022 09:00,0,0,847,20.28,49.28
15/01/2022 09:15,0,0,845,20.23,49.29
15/01/2022 09:30,0,0,841,20.18,49.13
15/01/2022 09:45,0,0,837,20.17,49.22
15/01/2022 10:00,0,0,850,20.12,49.14
15/01/2022 10:15,0,0,858,20.1,49.28
15/01/2022 10:30,2,2,865,20.08,49.24
15/01/2022 10:45,1,1,857,20.08,48.96
15/01/2022 11:00,2,2,863,20.01,48.95
15/01/2022 11:15,3,2,871,20.01,49.02
15/01/2022 11:30,4,2,871,19.96,49.18
15/01/2022 11:45,2,2,873,19.94,49.09
15/01/2022 12:00,5,3,890,19.93,49.41
15/01/2022 12:15,2,2,889,19.9,49.19
15/01/2022 12:30,2,2,937,19.93,49.7
15/01/2022 12:45,2,2,997,20,51.46
15/01/2022 13:00,2,2,989,20.06,50.81
15/01/2022 13:15,3,3,997,20.07,50.73
15/01/2022 13:30,2,2,1014,20.15,50.53
15/01/2022 13:45,2,2,1121,20.3,50.77
15/01/2022 14:00,1,1,1182,20.29,50.69
15/01/2022 14:15,2,2,1218,20.32,51.01
15/01/2022 14:30,2,2,1358,20.41,51.73
15/01/2022 14:45,3,3,1397,20.56,53.22
15/01/2022 15:00,33,29,432,18.23,43.66
15/01/2022 15:15,17,16,493,18.19,49.08
15/01/2022 15:30,7,7,588,18.6,50.36
15/01/2022 15:45,4,4,657,18.83,51.14
15/01/2022 16:00,2,2,685,19.04,51.11
15/01/2022 16:15,1,1,719,19.14,51.28
15/01/2022 16:30,4,3,786,19.4,51.09
15/01/2022 16:45,2,2,852,19.75,51.34
15/01/2022 17:00,1,1,887,20.1,51.08
15/01/2022 17:15,1,1,897,20.52,50.22
15/01/2022 17:30,1,1,909,20.74,50.14
15/01/2022 17:45,0,0,888,21.01,49.62
15/01/2022 18:00,2,1,894,21.2,48.91
15/01/2022 18:15,1,1,897,21.28,48.52
15/01/2022 18:30,4,2,891,21.35,48.23
15/01/2022 18:45,1,1,886,21.38,47.99
15/01/2022 19:00,17,16,933,21.45,48.48
15/01/2022 19:15,5,5,946,21.52,48.28
15/01/2022 19:30,4,3,943,21.62,47.93
15/01/2022 19:45,3,3,924,21.72,47.88
15/01/2022 20:00,4,4,966,21.76,49.62
15/01/2022 20:15,5,4,996,21.84,51.68
15/01/2022 20:30,4,4,990,21.89,50.39
15/01/2022 20:45,3,3,985,21.95,49.91
15/01/2022 21:00,5,5,980,21.87,49.21
15/01/2022 21:15,4,4,1003,21.82,49.25
15/01/2022 21:30,3,3,1000,22.03,48.87
15/01/2022 21:45,2,2,1011,21.98,48.21
15/01/2022 22:00,0,0,1010,22.04,47.98
15/01/2022 22:15,2,2,997,22.2,47.41
15/01/2022 22:30,1,1,975,22.04,47.27
15/01/2022 22:45,1,1,1014,21.97,47.89
15/01/2022 23:00,1,1,1013,22.03,47.49
15/01/2022 23:15,0,0,1016,22,47.23
15/01/2022 23:30,2,1,1024,21.99,47.17
15/01/2022 23:45,1,1,1056,22.02,46.94
16/01/2022 00:00,1,1,1065,21.99,46.95
16/01/2022 00:15,0,0,1078,21.95,46.8
16/01/2022 00:30,2,1,1092,21.92,46.73
16/01/2022 00:45,0,0,1073,21.87,47.05
16/01/2022 01:00,1,1,1085,21.92,46.69
16/01/2022 01:15,0,0,1044,21.94,46.36
16/01/2022 01:30,0,0,1031,21.89,46.22
16/01/2022 01:45,1,1,1012,21.83,46.24
16/01/2022 02:00,1,1,930,21.48,46.75
16/01/2022 02:15,12,12,536,19.78,46.18
16/01/2022 02:30,7,7,610,19.99,47.87
16/01/2022 02:45,2,2,646,20.01,48.4
16/01/2022 03:00,2,2,677,20.13,48.65
16/01/2022 03:15,1,1,693,20.16,48.55
16/01/2022 03:30,0,0,701,20.18,48.51
16/01/2022 03:45,2,1,713,20.16,48.49
16/01/2022 04:00,1,1,720,20.15,48.64
16/01/2022 04:15,3,2,725,20.09,48.7
16/01/2022 04:30,1,1,730,20.04,48.76
16/01/2022 04:45,1,1,742,20.02,48.68
16/01/2022 05:00,1,1,746,19.97,48.66
16/01/2022 05:15,1,1,750,19.94,48.46
16/01/2022 05:30,0,0,749,19.86,48.54
16/01/2022 05:45,3,1,748,19.76,48.68
16/01/2022 06:00,0,0,748,19.72,48.64
16/01/2022 06:15,1,1,748,19.69,48.59
16/01/2022 06:30,1,1,746,19.66,48.48
16/01/2022 06:45,1,1,756,19.64,48.56
16/01/2022 07:00,1,1,753,19.57,48.56
16/01/2022 07:15,0,0,746,19.52,48.46
16/01/2022 07:30,0,0,749,19.41,48.65
16/01/2022 07:45,0,0,747,19.41,48.54
16/01/2022 08:00,1,1,743,19.42,48.56
16/01/2022 08:15,0,0,744,19.33,48.57
16/01/2022 08:30,1,1,748,19.28,48.64
16/01/2022 08:45,0,0,758,19.29,48.91
16/01/2022 09:00,0,0,775,19.31,49.28
16/01/2022 09:15,0,0,777,19.57,49.28
16/01/2022 09:30,0,0,775,19.75,49.13
16/01/2022 09:45,0,0,779,19.93,48.92
16/01/2022 10:00,0,0,786,20.07,48.77
16/01/2022 10:15,0,0,795,20.17,48.67
16/01/2022 10:30,0,0,804,20.25,48.58
16/01/2022 10:45,0,0,806,20.35,48.33
16/01/2022 11:00,0,0,807,20.36,48.37
16/01/2022 11:15,0,0,817,20.42,48.38
16/01/2022 11:30,0,0,815,20.41,48.38
16/01/2022 11:45,0,0,826,20.43,48.52
16/01/2022 12:00,0,0,846,20.45,48.59
16/01/2022 12:15,0,0,833,20.47,48.48
16/01/2022 12:30,0,0,841,20.46,48.57
16/01/2022 12:45,0,0,836,20.46,48.56
16/01/2022 13:00,0,0,852,20.46,48.71
16/01/2022 13:15,0,0,891,22.21,47.16
16/01/2022 13:30,0,0,899,22.91,45.55
16/01/2022 13:45,0,0,928,22.15,47.01
16/01/2022 14:00,0,0,933,21.85,47.58
16/01/2022 14:15,0,0,944,21.7,47.96
16/01/2022 14:30,0,0,966,21.67,48.41
16/01/2022 14:45,0,0,961,21.56,48.36
16/01/2022 15:00,0,0,894,21.45,48.12
16/01/2022 15:15,0,0,841,21.27,48.35
16/01/2022 15:30,4,4,535,19.91,47.24
16/01/2022 15:45,1,1,614,20.08,48.88
16/01/2022 16:00,0,0,685,20.2,49.83
16/01/2022 16:15,0,0,770,20.27,50.16
16/01/2022 16:30,0,0,807,20.41,50.18
16/01/2022 16:45,0,0,839,20.37,50.39
16/01/2022 17:00,0,0,870,20.45,50.46
16/01/2022 17:15,0,0,984,20.55,50.67
16/01/2022 17:30,0,0,979,20.52,50.77
16/01/2022 17:45,0,0,946,20.5,50.79
16/01/2022 18:00,0,0,943,20.51,50.84
16/01/2022 18:15,0,0,971,20.67,50.43
16/01/2022 18:30,0,0,996,20.64,50.45
16/01/2022 18:45,0,0,994,20.56,50.59
16/01/2022 19:00,0,0,991,20.61,50.47
16/01/2022 19:15,0,0,1006,20.66,50.42
16/01/2022 19:30,0,0,1010,20.6,50.58
16/01/2022 19:45,0,0,996,20.64,50.5
16/01/2022 20:00,0,0,983,20.62,50.38
16/01/2022 20:15,0,0,1033,20.68,50.57
16/01/2022 20:30,0,0,976,20.69,50.39
16/01/2022 20:45,0,0,982,20.71,50.94
16/01/2022 21:00,0,0,1002,20.48,51.42
16/01/2022 21:15,0,0,998,20.56,51.33
16/01/2022 21:30,0,0,1026,20.57,51.45
16/01/2022 21:45,0,0,1013,20.53,51.3
16/01/2022 22:00,0,0,1002,20.59,50.96
16/01/2022 22:15,0,0,1005,20.51,50.8
16/01/2022 22:30,0,0,1011,20.47,50.73
16/01/2022 22:45,0,0,1007,20.37,50.81
16/01/2022 23:00,0,0,995,20.36,50.63
16/01/2022 23:15,0,0,988,20.44,50.38
16/01/2022 23:30,0,0,997,20.34,50.37
16/01/2022 23:45,0,0,989,20.29,50.08
17/01/2022 00:00,0,0,984,20.32,50.09
17/01/2022 00:15,0,0,973,20.42,49.55
17/01/2022 00:30,0,0,963,20.25,49.82
17/01/2022 00:45,0,0,960,20.18,49.82
17/01/2022 01:00,0,0,896,20.17,49.38
17/01/2022 01:15,5,4,479,18.06,45.45
17/01/2022 01:30,2,2,590,18.82,48.26
17/01/2022 01:45,2,2,620,19.04,48.99
17/01/2022 02:00,4,4,639,19.21,49.92
17/01/2022 02:15,3,2,644,19.21,50.34
17/01/2022 02:30,2,2,664,19.21,50.39
17/01/2022 02:45,3,2,680,19.2,50.39
17/01/2022 03:00,0,0,696,19.17,50.46
17/01/2022 03:15,0,0,701,19.17,50.4
17/01/2022 03:30,3,2,712,19.13,50.28
17/01/2022 03:45,4,2,716,19.1,50.25
17/01/2022 04:00,1,1,729,19.1,50.22
17/01/2022 04:15,0,0,722,19.09,50.08
17/01/2022 04:30,2,2,725,19.01,50.05
17/01/2022 04:45,2,2,726,19.02,49.92
17/01/2022 05:00,2,2,746,19.01,49.7
17/01/2022 05:15,2,2,726,18.94,49.83
17/01/2022 05:30,1,1,743,18.89,49.87
17/01/2022 05:45,1,1,734,18.87,49.79
17/01/2022 06:00,1,1,731,18.85,49.51
17/01/2022 06:15,1,1,739,18.86,49.51
17/01/2022 06:30,1,1,738,18.83,49.55
17/01/2022 06:45,2,2,739,18.74,49.5
17/01/2022 07:00,2,1,752,18.72,49.63
17/01/2022 07:15,0,0,739,18.65,49.39
17/01/2022 07:30,0,0,740,18.6,49.4
17/01/2022 07:45,1,1,735,18.54,49.51
17/01/2022 08:00,1,1,734,18.57,49.66
17/01/2022 08:15,1,1,745,18.65,49.15
17/01/2022 08:30,2,1,747,18.61,49.08
17/01/2022 08:45,1,1,754,18.61,49.3
17/01/2022 09:00,0,0,748,18.74,48.96
17/01/2022 09:15,0,0,751,18.84,48.85
17/01/2022 09:30,0,0,757,18.96,48.86
17/01/2022 09:45,0,0,764,19.07,48.59
17/01/2022 10:00,2,1,774,19.16,48.49
17/01/2022 10:15,2,2,786,19.29,48.38
17/01/2022 10:30,1,1,823,19.3,49.65
17/01/2022 10:45,1,1,854,19.44,49.45
17/01/2022 11:00,0,0,584,18.7,46.02
17/01/2022 11:15,0,0,674,19.38,46.19
17/01/2022 11:30,4,1,700,19.67,46.61
17/01/2022 11:45,0,0,719,19.65,46.55
17/01/2022 12:00,1,1,755,19.63,46.54
17/01/2022 12:15,2,1,756,19.59,46.8
17/01/2022 12:30,1,1,803,19.67,46.66
17/01/2022 12:45,1,1,820,19.75,46.52
17/01/2022 13:00,1,1,831,20.25,45.62
17/01/2022 13:15,1,1,845,22.55,41.96
17/01/2022 13:30,0,0,843,23.17,39.83
17/01/2022 13:45,2,1,909,21.72,42.91
17/01/2022 14:00,0,0,934,21.22,44.11
