Time,PM10(μg/m³),PM2.5(μg/m³),CO2(ppm),Temperature(°C),Humidity(%)
29/12/2021 20:15,1,1,421,18.98,56.32
29/12/2021 20:30,2,1,423,18.96,56.33
29/12/2021 20:45,0,0,427,18.98,56.31
29/12/2021 21:00,3,3,427,18.96,56.37
29/12/2021 21:15,2,2,430,18.92,56.34
29/12/2021 21:30,3,2,428,18.91,56.46
29/12/2021 21:45,8,5,431,18.92,56.49
29/12/2021 22:00,2,2,431,18.88,56.55
29/12/2021 22:15,3,3,432,18.88,56.6
29/12/2021 22:30,3,2,434,18.86,56.79
29/12/2021 22:45,1,1,435,18.86,56.79
29/12/2021 23:00,5,5,440,18.84,56.86
29/12/2021 23:15,4,2,444,18.81,57.01
29/12/2021 23:30,1,1,445,18.81,57.13
29/12/2021 23:45,4,4,447,18.79,57.26
30/12/2021 00:00,2,2,450,18.77,57.44
30/12/2021 00:15,2,2,447,18.77,57.46
30/12/2021 00:30,4,2,450,18.76,57.6
30/12/2021 00:45,1,1,450,18.73,57.78
30/12/2021 01:00,1,1,452,18.75,57.96
30/12/2021 01:15,1,1,450,18.75,58.03
30/12/2021 01:30,2,2,450,18.74,58.19
30/12/2021 01:45,0,0,449,18.72,58.38
30/12/2021 02:00,1,1,449,18.72,58.55
30/12/2021 02:15,1,1,446,18.71,58.7
30/12/2021 02:30,0,0,442,18.72,58.81
30/12/2021 02:45,0,0,445,18.69,59.02
30/12/2021 03:00,1,1,445,18.71,59.19
30/12/2021 03:15,1,1,445,18.69,59.32
30/12/2021 03:30,0,0,443,18.71,59.49
30/12/2021 03:45,0,0,442,18.74,59.54
30/12/2021 04:00,0,0,444,18.73,59.62
30/12/2021 04:15,0,0,443,18.71,59.8
30/12/2021 04:30,0,0,442,18.72,59.89
30/12/2021 04:45,0,0,442,18.72,60.08
30/12/2021 05:00,0,0,442,18.68,60.31
30/12/2021 05:15,0,0,441,18.68,60.33
30/12/2021 05:30,0,0,440,18.68,60.44
30/12/2021 05:45,1,1,440,18.67,60.52
30/12/2021 06:00,0,0,440,18.68,60.72
30/12/2021 06:15,0,0,440,18.71,60.75
30/12/2021 06:30,0,0,438,18.73,60.87
30/12/2021 06:45,0,0,440,18.72,61.03
30/12/2021 07:00,0,0,441,18.73,61.17
30/12/2021 07:15,0,0,437,18.71,61.28
30/12/2021 07:30,0,0,439,18.72,61.3
30/12/2021 07:45,0,0,438,18.71,61.49
30/12/2021 08:00,0,0,437,18.74,61.59
30/12/2021 08:15,0,0,438,18.72,61.61
30/12/2021 08:30,0,0,440,18.71,61.68
30/12/2021 08:45,0,0,439,18.71,61.71
30/12/2021 09:00,0,0,437,18.71,61.82
30/12/2021 09:15,0,0,440,18.73,61.89
30/12/2021 09:30,0,0,437,18.71,61.93
30/12/2021 09:45,0,0,438,18.71,61.99
30/12/2021 10:00,0,0,440,18.73,62.07
30/12/2021 10:15,0,0,440,18.68,62.21
30/12/2021 10:30,0,0,441,18.67,62.35
30/12/2021 10:45,1,1,442,18.67,62.37
30/12/2021 11:00,0,0,444,18.69,62.5
30/12/2021 11:15,0,0,446,18.67,62.52
30/12/2021 11:30,0,0,447,18.67,62.62
30/12/2021 11:45,0,0,448,18.68,62.71
30/12/2021 12:00,0,0,449,18.71,62.75
30/12/2021 12:15,0,0,451,18.69,62.74
30/12/2021 12:30,0,0,452,18.72,62.83
30/12/2021 12:45,0,0,454,18.75,62.99
30/12/2021 13:00,0,0,455,18.73,63.05
30/12/2021 13:15,0,0,460,18.75,63.12
30/12/2021 13:30,0,0,460,18.77,63.18
30/12/2021 13:45,0,0,460,18.78,63.22
30/12/2021 14:00,0,0,460,18.77,63.37
30/12/2021 14:15,0,0,464,18.8,63.39
30/12/2021 14:30,0,0,468,18.8,63.5
30/12/2021 14:45,0,0,467,18.79,63.6
30/12/2021 15:00,0,0,467,18.78,63.68
30/12/2021 15:15,0,0,466,18.81,63.7
30/12/2021 15:30,0,0,465,18.82,63.86
30/12/2021 15:45,0,0,466,18.82,63.95
30/12/2021 16:00,0,0,466,18.84,63.93
30/12/2021 16:15,0,0,467,18.87,64.02
30/12/2021 16:30,0,0,467,18.84,64.06
30/12/2021 16:45,0,0,469,18.86,64.15
30/12/2021 17:00,0,0,469,18.9,64.17
30/12/2021 17:15,0,0,468,18.88,64.21
30/12/2021 17:30,0,0,467,18.9,64.25
30/12/2021 17:45,0,0,467,18.88,64.29
30/12/2021 18:00,0,0,465,18.88,64.37
30/12/2021 18:15,0,0,469,18.86,64.4
30/12/2021 18:30,0,0,467,18.89,64.39
30/12/2021 18:45,0,0,468,18.88,64.44
30/12/2021 19:00,0,0,469,18.89,64.41
30/12/2021 19:15,0,0,472,18.88,64.38
30/12/2021 19:30,0,0,467,18.86,64.59
30/12/2021 19:45,0,0,473,18.86,64.67
30/12/2021 20:00,0,0,474,18.84,64.71
30/12/2021 20:15,0,0,477,18.84,64.75
30/12/2021 20:30,0,0,478,18.81,64.84
30/12/2021 20:45,0,0,479,18.85,64.83
30/12/2021 21:00,0,0,480,18.84,64.82
30/12/2021 21:15,0,0,481,18.87,64.73
30/12/2021 21:30,0,0,481,18.88,64.74
30/12/2021 21:45,0,0,481,18.86,64.76
30/12/2021 22:00,0,0,426,18.4,65.79
30/12/2021 22:15,0,0,555,18.32,67.6
30/12/2021 22:30,0,0,634,19.08,66.3
30/12/2021 22:45,0,0,681,19.5,65.3
30/12/2021 23:00,0,0,806,19.72,65.59
30/12/2021 23:15,0,0,904,19.84,65.88
30/12/2021 23:30,0,0,912,20.08,65.05
30/12/2021 23:45,0,0,867,20.02,64.66
31/12/2021 00:00,2,2,941,20.07,67.45
31/12/2021 00:15,1,1,889,19.99,67.74
31/12/2021 00:30,0,0,822,19.89,67.61
31/12/2021 00:45,1,1,765,19.81,67.35
31/12/2021 01:00,0,0,722,19.76,67.09
31/12/2021 01:15,0,0,692,19.72,66.91
31/12/2021 01:30,0,0,765,19.9,67.21
31/12/2021 01:45,0,0,791,19.94,66.81
31/12/2021 02:00,0,0,806,19.98,66.28
31/12/2021 02:15,0,0,826,20,66.38
31/12/2021 02:30,0,0,891,19.94,66.29
31/12/2021 02:45,0,0,902,19.79,66.5
31/12/2021 03:00,0,0,898,19.73,66.53
31/12/2021 03:15,0,0,887,19.68,66.55
31/12/2021 03:30,0,0,878,19.65,66.74
31/12/2021 03:45,0,0,875,19.64,67.03
31/12/2021 04:00,0,0,870,19.63,66.95
31/12/2021 04:15,0,0,869,19.64,67.06
31/12/2021 04:30,0,0,863,19.63,67.26
31/12/2021 04:45,0,0,857,19.61,67.36
31/12/2021 05:00,0,0,855,19.64,67.37
31/12/2021 05:15,0,0,850,19.66,67.51
31/12/2021 05:30,0,0,855,19.64,67.59
31/12/2021 05:45,0,0,850,19.67,67.62
31/12/2021 06:00,0,0,843,19.66,67.46
31/12/2021 06:15,0,0,837,19.67,67.46
31/12/2021 06:30,0,0,836,19.65,67.59
31/12/2021 06:45,0,0,837,19.67,67.47
31/12/2021 07:00,0,0,835,19.65,67.46
31/12/2021 07:15,0,0,826,19.66,67.51
31/12/2021 07:30,0,0,819,19.7,67.33
31/12/2021 07:45,0,0,824,19.66,67.37
31/12/2021 08:00,0,0,823,19.67,67.38
31/12/2021 08:15,0,0,827,19.66,67.43
31/12/2021 08:30,0,0,818,19.69,67.25
31/12/2021 08:45,0,0,818,19.67,67.24
31/12/2021 09:00,0,0,815,19.67,67.18
31/12/2021 09:15,0,0,815,19.67,67.16
31/12/2021 09:30,0,0,819,19.69,67.17
31/12/2021 09:45,0,0,835,19.63,67.52
31/12/2021 10:00,0,0,829,19.68,67.35
31/12/2021 10:15,0,0,825,19.67,67.36
31/12/2021 10:30,0,0,822,19.68,67.36
31/12/2021 10:45,0,0,830,19.69,67.45
31/12/2021 11:00,0,0,830,19.66,67.59
31/12/2021 11:15,0,0,833,19.68,67.44
31/12/2021 11:30,0,0,838,19.68,67.54
31/12/2021 11:45,0,0,831,19.68,67.41
31/12/2021 12:00,0,0,836,19.69,67.45
31/12/2021 12:15,0,0,886,19.82,68.13
31/12/2021 12:30,0,0,860,19.86,67.57
31/12/2021 12:45,0,0,881,20.07,67.89
31/12/2021 13:00,0,0,918,20.17,68.32
31/12/2021 13:15,0,0,920,20.37,67.63
31/12/2021 13:30,0,0,916,20.38,67.38
31/12/2021 13:45,0,0,925,20.39,66.9
31/12/2021 14:00,0,0,949,20.44,66.69
31/12/2021 14:15,0,0,954,20.47,66.65
31/12/2021 14:30,0,0,953,20.49,66.38
31/12/2021 14:45,1,1,950,20.39,65.29
31/12/2021 15:00,0,0,690,19.91,66.35
31/12/2021 15:15,0,0,1017,20.23,67.46
31/12/2021 15:30,0,0,1073,20.54,65.85
31/12/2021 15:45,0,0,440,19.12,65.83
31/12/2021 16:00,0,0,468,19.32,67.17
31/12/2021 16:15,1,1,474,19.39,66.49
31/12/2021 16:30,2,2,465,19.33,66.24
31/12/2021 16:45,7,5,471,19.26,66.05
31/12/2021 17:00,3,3,469,19.28,66.22
31/12/2021 17:15,1,1,600,19.58,66.74
31/12/2021 17:30,0,0,685,19.89,66.65
31/12/2021 17:45,0,0,852,20.03,67.15
31/12/2021 18:00,0,0,1110,20.34,67.64
31/12/2021 18:15,0,0,1225,20.58,67.56
31/12/2021 18:30,0,0,1235,20.66,67.18
31/12/2021 18:45,7,7,433,19.09,61.78
31/12/2021 19:00,5,5,480,19.23,64.39
31/12/2021 19:15,6,3,564,19.65,64.64
31/12/2021 19:30,2,2,609,19.89,64.58
31/12/2021 19:45,2,1,611,19.93,64.58
31/12/2021 20:00,1,1,1057,20.04,65.33
31/12/2021 20:15,3,1,761,19.99,64.66
31/12/2021 20:30,2,2,586,19.95,63.59
31/12/2021 20:45,5,5,486,19.56,63.38
31/12/2021 21:00,6,5,451,19.25,63.39
31/12/2021 21:15,6,5,458,19.04,63.87
31/12/2021 21:30,6,6,462,18.84,64.39
31/12/2021 21:45,3,2,584,18.84,66.01
31/12/2021 22:00,3,2,623,19.08,66
31/12/2021 22:15,2,2,657,19.29,66.22
31/12/2021 22:30,0,0,732,19.51,66.95
31/12/2021 22:45,0,0,817,19.56,67.2
31/12/2021 23:00,0,0,867,19.63,66.93
31/12/2021 23:15,0,0,926,19.73,66.89
31/12/2021 23:30,0,0,969,19.83,66.43
31/12/2021 23:45,0,0,989,19.81,66.29
01/01/2022 00:00,0,0,1018,19.84,66.41
01/01/2022 00:15,0,0,1032,19.86,66.28
01/01/2022 00:30,0,0,1045,19.94,65.95
01/01/2022 00:45,0,0,1044,19.91,65.99
01/01/2022 01:00,0,0,1040,19.94,66.17
01/01/2022 01:15,1,1,1033,19.96,66.13
01/01/2022 01:30,1,1,997,19.94,66.17
01/01/2022 01:45,1,1,991,20.03,65.85
01/01/2022 02:00,0,0,986,20.05,65.8
01/01/2022 02:15,0,0,980,20.12,65.79
01/01/2022 02:30,0,0,977,20.15,65.68
01/01/2022 02:45,0,0,900,20.08,65.3
01/01/2022 03:00,8,8,423,18.71,68.22
01/01/2022 03:15,6,5,529,19.26,69.45
01/01/2022 03:30,2,2,583,19.51,69.62
01/01/2022 03:45,1,1,613,19.65,69.26
01/01/2022 04:00,0,0,637,19.73,69.08
01/01/2022 04:15,1,1,656,19.73,69
01/01/2022 04:30,0,0,681,19.79,68.78
01/01/2022 04:45,0,0,692,19.75,68.4
01/01/2022 05:00,2,1,711,19.74,68.29
01/01/2022 05:15,0,0,728,19.72,68.53
01/01/2022 05:30,0,0,738,19.74,68.29
01/01/2022 05:45,0,0,752,19.81,68.11
01/01/2022 06:00,0,0,754,19.75,68.37
01/01/2022 06:15,0,0,757,19.8,68.05
01/01/2022 06:30,0,0,765,19.76,68.28
01/01/2022 06:45,0,0,770,19.74,68.16
01/01/2022 07:00,0,0,785,19.67,68.45
01/01/2022 07:15,0,0,779,19.7,68.27
01/01/2022 07:30,0,0,779,19.73,68.12
01/01/2022 07:45,0,0,781,19.76,67.94
01/01/2022 08:00,0,0,788,19.78,67.92
01/01/2022 08:15,0,0,791,19.74,67.91
01/01/2022 08:30,0,0,797,19.75,67.89
01/01/2022 08:45,0,0,790,19.68,67.87
01/01/2022 09:00,0,0,792,19.76,67.78
01/01/2022 09:15,0,0,794,19.78,67.67
01/01/2022 09:30,0,0,789,19.73,67.65
01/01/2022 09:45,0,0,793,19.75,67.55
01/01/2022 10:00,0,0,792,19.75,67.53
01/01/2022 10:15,0,0,804,19.8,67.29
01/01/2022 10:30,0,0,802,19.78,67.26
01/01/2022 10:45,0,0,801,19.77,67.17
01/01/2022 11:00,0,0,796,19.78,67.05
01/01/2022 11:15,0,0,794,19.81,66.86
01/01/2022 11:30,0,0,807,19.76,66.92
01/01/2022 11:45,0,0,825,19.76,66.78
01/01/2022 12:00,0,0,831,19.88,66.46
01/01/2022 12:15,0,0,834,19.85,66.44
01/01/2022 12:30,0,0,828,19.8,66.45
01/01/2022 12:45,0,0,827,19.83,66.26
01/01/2022 13:00,0,0,819,19.81,66.17
01/01/2022 13:15,0,0,817,19.86,66.11
01/01/2022 13:45,0,0,832,19.98,65.91
01/01/2022 14:00,4,3,541,19.66,61.85
01/01/2022 14:15,4,2,431,18.95,62.73
01/01/2022 14:30,0,0,487,19.06,64.56
01/01/2022 14:45,0,0,552,19.53,64.48
01/01/2022 15:00,0,0,601,19.78,64.38
01/01/2022 15:15,1,1,640,19.85,64.79
01/01/2022 15:30,0,0,734,19.97,64.73
01/01/2022 15:45,2,1,694,19.88,64.89
01/01/2022 16:00,0,0,700,19.96,65.5
01/01/2022 16:15,0,0,737,19.96,65.75
01/01/2022 16:30,0,0,727,19.97,65.52
01/01/2022 16:45,0,0,801,20.16,65.64
01/01/2022 17:00,0,0,833,20.25,65.7
01/01/2022 17:15,0,0,864,20.34,65.49
01/01/2022 17:30,0,0,896,20.41,65.35
01/01/2022 17:45,0,0,902,20.48,65.08
01/01/2022 18:00,0,0,920,20.48,65.16
01/01/2022 18:15,0,0,925,20.59,64.69
01/01/2022 18:30,0,0,948,20.57,64.73
01/01/2022 18:45,0,0,949,20.59,64.44
01/01/2022 19:00,0,0,955,20.59,64.49
01/01/2022 19:15,0,0,966,20.66,64.3
01/01/2022 19:30,0,0,971,20.63,64.51
01/01/2022 19:45,0,0,983,20.72,64.1
01/01/2022 20:00,0,0,975,20.74,63.98
01/01/2022 20:15,0,0,980,20.73,64
01/01/2022 20:30,0,0,988,20.79,63.99
01/01/2022 20:45,0,0,989,20.81,63.75
01/01/2022 21:00,0,0,1055,20.89,64.87
01/01/2022 21:15,1,1,1096,20.98,68.35
01/01/2022 21:30,0,0,1151,21.15,67.55
01/01/2022 21:45,0,0,1132,21.18,66.58
01/01/2022 22:00,0,0,1111,21.19,65.93
01/01/2022 22:15,0,0,1115,21.17,65.67
01/01/2022 22:30,0,0,1132,21.21,65.3
01/01/2022 22:45,0,0,1132,21.2,65.17
01/01/2022 23:00,0,0,1129,21.21,65.06
01/01/2022 23:15,0,0,1111,21.19,64.8
01/01/2022 23:30,0,0,1103,21.2,64.56
01/01/2022 23:45,0,0,1098,21.2,64.49
02/01/2022 00:00,0,0,1094,21.23,64.18
02/01/2022 00:15,0,0,1079,21.23,64.03
02/01/2022 00:30,0,0,1081,21.35,63.64
02/01/2022 00:45,0,0,1083,21.31,63.49
02/01/2022 01:00,0,0,1071,21.29,63.5
02/01/2022 01:15,0,0,1067,21.26,63.35
02/01/2022 01:30,0,0,1053,21.33,63.11
02/01/2022 01:45,0,0,1065,21.39,62.99
02/01/2022 02:00,0,0,1127,21.41,63.05
02/01/2022 02:15,0,0,1049,21.34,62.78
02/01/2022 02:30,0,0,1129,21.32,62.85
02/01/2022 02:45,0,0,1127,21.31,62.7
02/01/2022 03:00,3,3,445,20.27,59.13
02/01/2022 03:15,3,3,460,19.15,63.92
02/01/2022 03:30,1,1,516,19.75,64.82
02/01/2022 03:45,1,1,612,19.94,65.56
02/01/2022 04:00,0,0,671,20.04,65.8
02/01/2022 04:15,0,0,702,20.04,65.81
02/01/2022 04:30,0,0,736,20.05,66
02/01/2022 04:45,0,0,754,20.06,65.92
02/01/2022 05:00,0,0,764,20.05,65.76
02/01/2022 05:15,0,0,778,20.06,65.87
02/01/2022 05:30,0,0,780,20.02,65.94
02/01/2022 05:45,0,0,783,20.06,65.95
02/01/2022 06:00,0,0,782,20.03,65.94
02/01/2022 06:15,0,0,792,20.03,66
02/01/2022 06:30,0,0,796,20.06,65.98
02/01/2022 06:45,0,0,791,20.01,66.07
02/01/2022 07:00,0,0,792,20.08,66.05
02/01/2022 07:15,0,0,792,20.06,66.08
02/01/2022 07:30,0,0,798,20.05,66.05
02/01/2022 07:45,0,0,793,20.03,65.72
02/01/2022 08:00,0,0,788,20.01,65.95
02/01/2022 08:15,0,0,795,20.01,65.66
02/01/2022 08:30,0,0,790,20.05,65.58
02/01/2022 08:45,0,0,789,20.01,65.54
02/01/2022 09:00,0,0,785,20.01,65.32
02/01/2022 09:15,0,0,779,19.99,65.15
02/01/2022 09:30,0,0,779,20,65.1
02/01/2022 09:45,0,0,776,19.95,65
02/01/2022 10:00,0,0,777,19.95,64.86
02/01/2022 10:15,0,0,793,19.94,64.83
02/01/2022 10:30,0,0,811,20,64.82
02/01/2022 10:45,0,0,825,19.99,64.55
02/01/2022 11:00,0,0,824,20,64.38
02/01/2022 11:15,0,0,833,20,64.08
02/01/2022 11:30,0,0,838,20.03,63.84
02/01/2022 11:45,0,0,841,20.02,63.73
02/01/2022 12:00,0,0,850,20.02,63.65
02/01/2022 12:15,0,0,892,20.09,63.75
02/01/2022 12:30,0,0,947,20.26,65.12
02/01/2022 12:45,0,0,933,20.41,64.58
02/01/2022 13:00,0,0,944,20.4,64.35
02/01/2022 13:15,0,0,966,20.58,63.72
02/01/2022 13:30,0,0,984,20.65,63.24
02/01/2022 13:45,0,0,1008,20.74,62.86
02/01/2022 14:00,0,0,1002,20.95,62.11
02/01/2022 14:15,0,0,1005,20.95,61.98
02/01/2022 14:30,0,0,1000,20.99,61.66
02/01/2022 14:45,0,0,982,20.87,61.7
02/01/2022 15:00,0,0,999,20.83,61.79
02/01/2022 15:15,0,0,1005,20.91,61.32
02/01/2022 15:30,0,0,987,20.84,61.58
02/01/2022 15:45,0,0,925,20.6,61.7
02/01/2022 16:00,0,0,892,20.48,61.95
02/01/2022 16:15,0,0,855,20.44,62.27
02/01/2022 16:30,0,0,903,20.38,62.78
02/01/2022 16:45,0,0,955,20.34,63.01
02/01/2022 17:00,0,0,1017,20.34,63.5
02/01/2022 17:15,0,0,1101,20.53,63.49
02/01/2022 17:30,0,0,518,19.19,59.88
02/01/2022 17:45,0,0,544,19.56,59.94
02/01/2022 18:00,0,0,527,19.68,59.35
02/01/2022 18:15,0,0,559,19.59,59.62
02/01/2022 18:30,0,0,687,20.19,59.16
02/01/2022 18:45,0,0,693,20.22,58.4
02/01/2022 19:00,0,0,689,20.28,58.21
02/01/2022 19:15,0,0,727,20.37,58.56
02/01/2022 19:30,0,0,756,20.43,58.73
02/01/2022 19:45,0,0,785,20.42,59.31
02/01/2022 20:00,1,1,860,20.55,62.12
02/01/2022 20:15,2,2,887,20.63,64.28
02/01/2022 20:30,0,0,908,20.68,63.17
02/01/2022 20:45,0,0,916,20.68,62.48
02/01/2022 21:00,0,0,886,20.58,61.86
02/01/2022 21:15,0,0,884,20.45,61.66
02/01/2022 21:30,0,0,888,20.43,61.41
02/01/2022 21:45,0,0,898,20.42,61.19
02/01/2022 22:00,0,0,902,20.43,61.02
02/01/2022 22:15,0,0,908,20.42,60.85
02/01/2022 22:30,0,0,899,20.39,60.64
02/01/2022 22:45,0,0,892,20.34,60.54
02/01/2022 23:00,0,0,916,20.38,60.61
02/01/2022 23:15,0,0,921,20.43,60.33
02/01/2022 23:30,0,0,922,20.56,59.82
02/01/2022 23:45,0,0,930,20.56,59.41
03/01/2022 00:00,0,0,939,20.58,59.26
03/01/2022 00:15,0,0,937,20.62,58.88
03/01/2022 00:30,0,0,945,20.65,58.67
03/01/2022 00:45,0,0,948,20.66,58.65
03/01/2022 01:00,0,0,940,20.65,58.35
03/01/2022 01:15,0,0,942,20.73,57.87
03/01/2022 01:30,0,0,938,20.69,57.81
03/01/2022 01:45,0,0,935,20.64,57.78
03/01/2022 02:00,0,0,933,20.65,57.57
03/01/2022 02:15,0,0,937,20.66,57.63
03/01/2022 02:30,0,0,935,20.61,57.56
03/01/2022 02:45,2,1,477,19.47,51.36
03/01/2022 03:00,0,0,548,19.23,57.89
03/01/2022 03:15,0,0,599,19.59,59.31
03/01/2022 03:30,0,0,634,19.69,59.88
03/01/2022 03:45,0,0,667,19.74,60.09
03/01/2022 04:00,0,0,703,19.77,59.94
03/01/2022 04:15,0,0,733,19.75,60.21
03/01/2022 04:30,0,0,759,19.74,60.2
03/01/2022 04:45,0,0,759,19.74,60.12
03/01/2022 05:00,0,0,768,19.7,60.19
03/01/2022 05:15,0,0,778,19.71,60.33
03/01/2022 05:30,0,0,781,19.7,60.48
03/01/2022 05:45,0,0,785,19.7,60.62
03/01/2022 06:00,0,0,790,19.66,60.45
03/01/2022 06:15,0,0,791,19.67,60.39
03/01/2022 06:30,0,0,795,19.63,60.29
03/01/2022 06:45,0,0,790,19.63,60.07
03/01/2022 07:00,0,0,795,19.63,60.35
03/01/2022 07:15,0,0,799,19.57,60.51
03/01/2022 07:30,0,0,796,19.61,60.2
03/01/2022 07:45,0,0,798,19.6,60.01
03/01/2022 08:00,0,0,793,19.56,59.86
03/01/2022 08:15,0,0,792,19.55,59.9
03/01/2022 08:30,0,0,794,19.53,59.85
03/01/2022 08:45,0,0,793,19.53,59.67
03/01/2022 09:00,0,0,793,19.57,59.56
03/01/2022 09:15,0,0,793,19.5,59.53
03/01/2022 09:30,0,0,791,19.5,59.33
03/01/2022 09:45,0,0,793,19.49,59.28
03/01/2022 10:00,0,0,781,19.47,59.08
03/01/2022 10:15,0,0,782,19.48,59.08
03/01/2022 10:30,0,0,788,19.49,58.92
03/01/2022 10:45,0,0,791,19.5,58.86
03/01/2022 11:00,0,0,787,19.48,58.67
03/01/2022 11:15,0,0,794,19.46,58.61
03/01/2022 11:30,0,0,802,19.45,58.54
03/01/2022 11:45,0,0,807,19.48,58.36
03/01/2022 12:00,0,0,821,19.55,58.28
03/01/2022 12:15,0,0,829,19.56,58.53
03/01/2022 12:30,0,0,827,19.56,58.57
03/01/2022 12:45,0,0,817,19.55,58.59
03/01/2022 13:00,0,0,824,19.51,58.68
03/01/2022 13:15,0,0,822,19.5,58.59
03/01/2022 13:30,0,0,828,19.49,58.76
03/01/2022 13:45,0,0,834,19.54,58.58
03/01/2022 14:00,0,0,850,19.59,58.79
03/01/2022 14:15,0,0,925,19.66,61.32
03/01/2022 14:30,0,0,929,19.65,60.77
03/01/2022 14:45,0,0,937,19.82,59.98
03/01/2022 15:00,0,0,927,19.94,59.59
03/01/2022 15:15,0,0,954,20,59.19
03/01/2022 15:30,0,0,944,19.98,58.81
03/01/2022 15:45,0,0,980,19.94,58.93
03/01/2022 16:00,0,0,992,19.94,58.88
03/01/2022 16:15,0,0,994,20.01,58.45
03/01/2022 16:30,0,0,1033,20.02,58.51
03/01/2022 16:45,0,0,1007,20.29,57.88
03/01/2022 17:00,0,0,1017,20.3,57.69
03/01/2022 17:15,0,0,1007,20.48,57.39
03/01/2022 17:30,0,0,1008,20.49,57.12
03/01/2022 17:45,0,0,1026,20.54,56.94
03/01/2022 18:00,0,0,1064,20.65,56.68
03/01/2022 18:15,0,0,1046,20.73,56.35
03/01/2022 18:30,0,0,1033,20.81,55.99
03/01/2022 18:45,0,0,1033,20.89,55.55
03/01/2022 19:00,0,0,1030,20.88,55.52
03/01/2022 19:15,0,0,1022,20.89,55.28
03/01/2022 19:30,0,0,1014,20.88,55.32
03/01/2022 19:45,0,0,1013,20.84,55.22
03/01/2022 20:00,0,0,1156,20.86,54.04
03/01/2022 20:15,4,3,701,20.26,51.37
03/01/2022 20:30,15,12,592,19.77,51.01
03/01/2022 20:45,5,4,515,19.13,51
03/01/2022 21:00,2,2,499,18.88,51.32
03/01/2022 21:15,4,4,447,17.31,52.99
03/01/2022 21:30,2,2,622,17.76,56.65
03/01/2022 21:45,0,0,644,18.45,55.52
03/01/2022 22:00,0,0,715,18.81,56.2
03/01/2022 22:15,0,0,775,19.07,56.89
03/01/2022 22:30,0,0,866,19.29,57.11
03/01/2022 22:45,0,0,913,19.42,56.67
03/01/2022 23:00,0,0,953,19.5,56.37
03/01/2022 23:15,0,0,986,19.59,56.37
03/01/2022 23:30,0,0,1003,19.77,55.84
03/01/2022 23:45,0,0,1027,19.91,55.58
04/01/2022 00:00,0,0,1041,20.1,55.23
04/01/2022 00:15,0,0,1069,20.11,55
04/01/2022 00:30,0,0,1069,20.09,55.21
04/01/2022 00:45,0,0,1048,20.24,54.82
04/01/2022 01:00,0,0,1071,20.18,55.04
04/01/2022 01:15,0,0,1009,20.28,54.58
04/01/2022 01:30,0,0,1000,20.26,54.47
04/01/2022 01:45,0,0,1004,20.24,54.57
04/01/2022 02:00,0,0,1004,20.36,54.3
04/01/2022 02:15,0,0,1003,20.4,54.24
04/01/2022 02:30,0,0,1009,20.35,54.27
04/01/2022 02:45,0,0,974,20.21,54.29
04/01/2022 03:00,0,0,886,19.92,55.14
04/01/2022 03:15,3,1,431,17.97,53.45
04/01/2022 03:30,0,0,545,18.66,56.93
04/01/2022 03:45,0,0,646,18.76,57.58
04/01/2022 04:00,0,0,693,18.81,57.57
04/01/2022 04:15,0,0,730,18.84,57.52
04/01/2022 04:30,0,0,766,18.81,57.64
04/01/2022 04:45,0,0,786,18.8,57.76
04/01/2022 05:00,0,0,805,18.83,57.87
04/01/2022 05:15,0,0,821,18.8,58.25
04/01/2022 05:30,0,0,843,18.79,58.49
04/01/2022 05:45,0,0,849,18.82,58.71
04/01/2022 06:00,0,0,855,18.78,58.89
04/01/2022 06:15,0,0,867,18.77,59.19
04/01/2022 06:30,0,0,875,18.78,59.25
04/01/2022 06:45,0,0,876,18.76,59.51
04/01/2022 07:00,0,0,879,18.76,59.57
04/01/2022 07:15,0,0,883,18.78,59.52
04/01/2022 07:30,0,0,896,18.76,59.85
04/01/2022 07:45,0,0,896,18.72,59.75
04/01/2022 08:00,0,0,890,18.74,59.7
04/01/2022 08:15,0,0,876,18.72,59.61
04/01/2022 08:30,0,0,871,18.69,59.54
04/01/2022 08:45,0,0,872,18.67,59.95
04/01/2022 09:00,0,0,868,18.66,59.83
04/01/2022 09:15,0,0,863,18.7,59.6
04/01/2022 09:30,0,0,859,18.66,59.28
04/01/2022 09:45,0,0,859,18.63,59.25
04/01/2022 10:00,0,0,862,18.86,63.09
04/01/2022 10:15,0,0,888,18.97,63.21
04/01/2022 10:30,0,0,908,19.08,62.38
04/01/2022 10:45,0,0,889,19.22,61.95
04/01/2022 11:00,0,0,859,19.26,60.94
04/01/2022 11:15,0,0,865,19.32,59.92
04/01/2022 11:30,0,0,861,19.41,59.41
04/01/2022 11:45,0,0,860,19.42,58.73
04/01/2022 12:00,0,0,843,19.47,58
04/01/2022 12:15,0,0,867,19.49,57.65
04/01/2022 12:30,0,0,864,19.5,57.17
04/01/2022 12:45,0,0,868,19.47,56.9
04/01/2022 13:00,0,0,895,19.44,56.84
04/01/2022 13:15,0,0,889,19.49,56.18
04/01/2022 13:30,0,0,872,19.45,55.89
04/01/2022 13:45,0,0,852,19.34,55.07
04/01/2022 14:00,0,0,788,19.16,54.79
04/01/2022 14:15,0,0,767,19.05,55.06
04/01/2022 14:30,0,0,804,19.07,55.2
04/01/2022 14:45,0,0,838,19.14,54.98
04/01/2022 15:00,0,0,842,19.15,54.89
04/01/2022 15:15,0,0,844,19.25,54.28
